uid,capture_date,confirmed
15625,2020-12-12,222
15625,2020-12-13,222
15625,2020-12-14,222
15625,2020-12-15,222
15625,2020-12-16,222
15625,2020-12-17,223
15625,2020-12-18,223
15625,2020-12-19,223
15625,2020-12-20,224
15625,2020-12-21,224
15625,2020-12-22,224
15625,2020-12-23,224
15625,2020-12-24,224
15625,2020-12-25,224
15625,2020-12-26,224
15625,2020-12-27,224
15625,2020-12-28,224
15625,2020-12-29,224
15625,2020-12-30,224
15625,2020-12-31,224
15625,2021-01-01,224
15625,2021-01-02,224
15625,2021-01-03,225
15625,2021-01-04,225
15625,2021-01-05,225
15625,2021-01-06,225
15625,2021-01-07,225
15625,2021-01-08,225
15625,2021-01-09,226
15625,2021-01-10,226
15625,2021-01-11,226
15625,2021-01-12,227
15625,2021-01-13,227
15625,2021-01-14,227
15625,2021-01-15,227
15625,2021-01-16,227
15625,2021-01-17,227
15625,2021-01-18,228
15625,2021-01-19,228
15625,2021-01-20,230
15625,2021-01-21,231
15625,2021-01-22,235
15625,2021-01-23,237
15625,2021-01-24,237
15625,2021-01-25,237
15625,2021-01-26,237
15625,2021-01-27,238
15625,2021-01-28,238
15625,2021-01-29,238
15625,2021-01-30,238
15625,2021-01-31,238
15625,2021-02-01,239
15625,2021-02-02,239
15625,2021-02-03,239
15625,2021-02-04,239
15625,2021-02-05,239
15625,2021-02-06,239
15625,2021-02-07,239
15625,2021-02-08,239
15625,2021-02-09,239
15625,2021-02-10,239
15625,2021-02-11,239
15625,2021-02-12,239
15625,2021-02-13,239
15625,2021-02-14,239
15625,2021-02-15,239
15625,2021-02-16,239
15625,2021-02-17,239
15625,2021-02-18,239
15625,2021-02-19,239
15625,2021-02-20,239
15625,2021-02-21,239
15625,2021-02-22,240
15625,2021-02-23,240
15625,2021-02-24,240
15625,2021-02-25,240
15625,2021-02-26,240
15625,2021-02-27,240
15625,2021-02-28,240
15625,2021-03-01,240
15625,2021-03-02,240
15625,2021-03-03,240
15625,2021-03-04,240
15625,2021-03-05,240
15625,2021-03-06,240
15625,2021-03-07,241
15625,2021-03-08,241
15625,2021-03-09,241
15625,2021-03-10,241
15625,2021-03-11,241
15625,2021-03-12,241
15625,2021-03-13,241
15625,2021-03-14,241
15625,2021-03-15,241
15625,2021-03-16,241
15625,2021-03-17,241
15625,2021-03-18,241
15625,2021-03-19,241
15625,2021-03-20,241
15625,2021-03-21,241
15625,2021-03-22,241
15625,2021-03-23,241
15625,2021-03-24,241
15625,2021-03-25,241
15625,2021-03-26,241
15625,2021-03-27,241
15625,2021-03-28,241
15625,2021-03-29,241
15625,2021-03-30,241
15625,2021-03-31,241
15625,2021-04-01,241
15625,2021-04-02,241
15625,2021-04-03,241
15625,2021-04-04,241
15625,2021-04-05,245
15625,2021-04-06,245
15625,2021-04-07,245
15625,2021-04-08,246
15625,2021-04-09,247
15625,2021-04-10,248
15625,2021-04-11,248
15625,2021-04-12,248
15625,2021-04-13,248
15625,2021-04-14,249
15626,2020-01-22,5
15626,2020-01-23,8
15626,2020-01-24,15
15626,2020-01-25,28
15626,2020-01-26,44
15626,2020-01-27,69
15626,2020-01-28,90
15626,2020-01-29,108
15626,2020-01-30,142
15626,2020-01-31,177
15626,2020-02-01,207
15626,2020-02-02,231
15626,2020-02-03,254
15626,2020-02-04,282
15626,2020-02-05,301
15626,2020-02-06,321
15626,2020-02-07,344
15626,2020-02-08,364
15626,2020-02-09,386
15626,2020-02-10,405
15626,2020-02-11,417
15626,2020-02-12,436
15626,2020-02-13,451
15626,2020-02-14,463
15626,2020-02-15,470
15626,2020-02-16,481
15626,2020-02-17,495
15626,2020-02-18,508
15626,2020-02-19,514
15626,2020-02-20,520
15626,2020-02-21,525
15626,2020-02-22,526
15626,2020-02-23,526
15626,2020-02-24,527
15626,2020-02-25,529
15626,2020-02-26,531
15626,2020-02-27,534
15626,2020-02-28,538
15626,2020-02-29,538
15626,2020-03-01,538
15626,2020-03-02,538
15626,2020-03-03,538
15626,2020-03-04,538
15626,2020-03-05,539
15626,2020-03-06,539
15626,2020-03-07,539
15626,2020-03-08,539
15626,2020-03-09,539
15626,2020-03-10,539
15626,2020-03-11,539
15626,2020-03-12,539
15626,2020-03-13,539
15626,2020-03-14,539
15626,2020-03-15,539
15626,2020-03-16,539
15626,2020-03-17,540
15626,2020-03-18,540
15626,2020-03-19,540
15626,2020-03-20,541
15626,2020-03-21,542
15626,2020-03-22,543
15626,2020-03-23,543
15626,2020-03-24,545
15626,2020-03-25,547
15626,2020-03-26,547
15626,2020-03-27,548
15626,2020-03-28,548
15626,2020-03-29,550
15626,2020-03-30,550
15626,2020-03-31,550
15626,2020-04-01,552
15626,2020-04-02,554
15626,2020-04-03,555
15626,2020-04-04,557
15626,2020-04-05,558
15626,2020-04-06,559
15626,2020-04-07,560
15626,2020-04-08,560
15626,2020-04-09,560
15626,2020-04-10,560
15626,2020-04-11,560
15626,2020-04-12,560
15626,2020-04-13,560
15626,2020-04-14,560
15626,2020-04-15,560
15626,2020-04-16,560
15626,2020-04-17,560
15626,2020-04-18,561
15626,2020-04-19,561
15626,2020-04-20,561
15626,2020-04-21,561
15626,2020-04-22,561
15626,2020-04-23,561
15626,2020-04-24,561
15626,2020-04-25,561
15626,2020-04-26,561
15626,2020-04-27,561
15626,2020-04-28,561
15626,2020-04-29,561
15626,2020-04-30,561
15626,2020-05-01,561
15626,2020-05-02,561
15626,2020-05-03,561
15626,2020-05-04,561
15626,2020-05-05,561
15626,2020-05-06,561
15626,2020-05-07,561
15626,2020-05-08,561
15626,2020-05-09,561
15626,2020-05-10,561
15626,2020-05-11,561
15626,2020-05-12,561
15626,2020-05-13,561
15626,2020-05-14,561
15626,2020-05-15,561
15626,2020-05-16,561
15626,2020-05-17,561
15626,2020-05-18,561
15626,2020-05-19,561
15626,2020-05-20,561
15626,2020-05-21,561
15626,2020-05-22,563
15626,2020-05-23,563
15626,2020-05-24,564
15626,2020-05-25,564
15626,2020-05-26,564
15626,2020-05-27,564
15626,2020-05-28,564
15626,2020-05-29,564
15626,2020-05-30,564
15626,2020-05-31,575
15626,2020-06-01,577
15626,2020-06-02,577
15626,2020-06-03,577
15626,2020-06-04,578
15626,2020-06-05,578
15626,2020-06-06,578
15626,2020-06-07,581
15626,2020-06-08,582
15626,2020-06-09,582
15626,2020-06-10,582
15626,2020-06-11,582
15626,2020-06-12,583
15626,2020-06-13,583
15626,2020-06-14,587
15626,2020-06-15,588
15626,2020-06-16,589
15626,2020-06-17,589
15626,2020-06-18,589
15626,2020-06-19,589
15626,2020-06-20,589
15626,2020-06-21,589
15626,2020-06-22,589
15626,2020-06-23,589
15626,2020-06-24,589
15626,2020-06-25,589
15626,2020-06-26,589
15626,2020-06-27,589
15626,2020-06-28,592
15626,2020-06-29,595
15626,2020-06-30,595
15626,2020-07-01,595
15626,2020-07-02,595
15626,2020-07-03,595
15626,2020-07-04,596
15626,2020-07-05,596
15626,2020-07-06,596
15626,2020-07-07,598
15626,2020-07-08,599
15626,2020-07-09,599
15626,2020-07-10,599
15626,2020-07-11,599
15626,2020-07-12,599
15626,2020-07-13,599
15626,2020-07-14,599
15626,2020-07-15,599
15626,2020-07-16,599
15626,2020-07-17,599
15626,2020-07-18,599
15626,2020-07-19,602
15626,2020-07-20,603
15626,2020-07-21,603
15626,2020-07-22,603
15626,2020-07-23,603
15626,2020-07-24,603
15626,2020-07-25,603
15626,2020-07-26,604
15626,2020-07-27,604
15626,2020-07-28,604
15626,2020-07-29,604
15626,2020-07-30,604
15626,2020-07-31,604
15626,2020-08-01,608
15626,2020-08-02,608
15626,2020-08-03,609
15626,2020-08-04,610
15626,2020-08-05,610
15626,2020-08-06,611
15626,2020-08-07,611
15626,2020-08-08,611
15626,2020-08-09,615
15626,2020-08-10,615
15626,2020-08-11,616
15626,2020-08-12,618
15626,2020-08-13,619
15626,2020-08-14,623
15626,2020-08-15,624
15626,2020-08-16,626
15626,2020-08-17,626
15626,2020-08-18,626
15626,2020-08-19,627
15626,2020-08-20,628
15626,2020-08-21,628
15626,2020-08-22,628
15626,2020-08-23,631
15626,2020-08-24,635
15626,2020-08-25,640
15626,2020-08-26,644
15626,2020-08-27,648
15626,2020-08-28,650
15626,2020-08-29,652
15626,2020-08-30,652
15626,2020-08-31,652
15626,2020-09-01,653
15626,2020-09-02,655
15626,2020-09-03,656
15626,2020-09-04,656
15626,2020-09-05,656
15626,2020-09-06,658
15626,2020-09-07,663
15626,2020-09-08,664
15626,2020-09-09,664
15626,2020-09-10,665
15626,2020-09-11,665
15626,2020-09-12,665
15626,2020-09-13,665
15626,2020-09-14,666
15626,2020-09-15,670
15626,2020-09-16,670
15626,2020-09-17,670
15626,2020-09-18,672
15626,2020-09-19,672
15626,2020-09-20,672
15626,2020-09-21,672
15626,2020-09-22,675
15626,2020-09-23,675
15626,2020-09-24,676
15626,2020-09-25,685
15626,2020-09-26,688
15626,2020-09-27,688
15626,2020-09-28,691
15626,2020-09-29,692
15626,2020-09-30,693
15626,2020-10-01,696
15626,2020-10-02,698
15626,2020-10-03,701
15626,2020-10-04,704
15626,2020-10-05,707
15626,2020-10-06,710
15626,2020-10-07,713
15626,2020-10-08,713
15626,2020-10-09,718
15626,2020-10-10,721
15626,2020-10-11,722
15626,2020-10-12,723
15626,2020-10-13,723
15626,2020-10-14,723
15626,2020-10-15,723
15626,2020-10-16,724
15626,2020-10-17,725
15626,2020-10-18,725
15626,2020-10-19,728
15626,2020-10-20,731
15626,2020-10-21,733
15626,2020-10-22,733
15626,2020-10-23,733
15626,2020-10-24,733
15626,2020-10-25,734
15626,2020-10-26,736
15626,2020-10-27,737
15626,2020-10-28,737
15626,2020-10-29,739
15626,2020-10-30,743
15626,2020-10-31,744
15626,2020-11-01,746
15626,2020-11-02,754
15626,2020-11-03,757
15626,2020-11-04,761
15626,2020-11-05,763
15626,2020-11-06,767
15626,2020-11-07,769
15626,2020-11-08,773
15626,2020-11-09,776
15626,2020-11-10,778
15626,2020-11-11,782
15626,2020-11-12,783
15626,2020-11-13,783
15626,2020-11-14,783
15626,2020-11-15,786
15626,2020-11-16,792
15626,2020-11-17,792
15626,2020-11-18,795
15626,2020-11-19,796
15626,2020-11-20,796
15626,2020-11-21,797
15626,2020-11-22,797
15626,2020-11-23,800
15626,2020-11-24,800
15626,2020-11-25,801
15626,2020-11-26,801
15626,2020-11-27,802
15626,2020-11-28,803
15626,2020-11-29,806
15626,2020-11-30,808
15626,2020-12-01,808
15626,2020-12-02,808
15626,2020-12-03,808
15626,2020-12-04,811
15626,2020-12-05,812
15626,2020-12-06,812
15626,2020-12-07,820
15626,2020-12-08,822
15626,2020-12-09,822
15626,2020-12-10,826
15626,2020-12-11,826
15626,2020-12-12,829
15626,2020-12-13,832
15626,2020-12-14,838
15626,2020-12-15,838
15626,2020-12-16,838
15626,2020-12-17,839
15626,2020-12-18,839
15626,2020-12-19,840
15626,2020-12-20,841
15626,2020-12-21,843
15626,2020-12-22,843
15626,2020-12-23,845
15626,2020-12-24,846
15626,2020-12-25,847
15626,2020-12-26,847
15626,2020-12-27,848
15626,2020-12-28,851
15626,2020-12-29,851
15626,2020-12-30,853
15626,2020-12-31,853
15626,2021-01-01,853
15626,2021-01-02,853
15626,2021-01-03,856
15626,2021-01-04,857
15626,2021-01-05,857
15626,2021-01-06,857
15626,2021-01-07,857
15626,2021-01-08,857
15626,2021-01-09,857
15626,2021-01-10,857
15626,2021-01-11,857
15626,2021-01-12,857
15626,2021-01-13,857
15626,2021-01-14,858
15626,2021-01-15,860
15626,2021-01-16,862
15626,2021-01-17,863
15626,2021-01-18,863
15626,2021-01-19,865
15626,2021-01-20,865
15626,2021-01-21,865
15626,2021-01-22,866
15626,2021-01-23,866
15626,2021-01-24,866
15626,2021-01-25,866
15626,2021-01-26,867
15626,2021-01-27,868
15626,2021-01-28,868
15626,2021-01-29,869
15626,2021-01-30,870
15626,2021-01-31,870
15626,2021-02-01,871
15626,2021-02-02,873
15626,2021-02-03,873
15626,2021-02-04,873
15626,2021-02-05,873
15626,2021-02-06,873
15626,2021-02-07,873
15626,2021-02-08,874
15626,2021-02-09,875
15626,2021-02-10,875
15626,2021-02-11,877
15626,2021-02-12,877
15626,2021-02-13,878
15626,2021-02-14,878
15626,2021-02-15,879
15626,2021-02-16,880
15626,2021-02-17,882
15626,2021-02-18,882
15626,2021-02-19,883
15626,2021-02-20,885
15626,2021-02-21,887
15626,2021-02-22,887
15626,2021-02-23,889
15626,2021-02-24,890
15626,2021-02-25,890
15626,2021-02-26,891
15626,2021-02-27,891
15626,2021-02-28,900
15626,2021-03-01,904
15626,2021-03-02,909
15626,2021-03-03,910
15626,2021-03-04,910
15626,2021-03-05,911
15626,2021-03-06,918
15626,2021-03-07,920
15626,2021-03-08,924
15626,2021-03-09,924
15626,2021-03-10,927
15626,2021-03-11,929
15626,2021-03-12,929
15626,2021-03-13,929
15626,2021-03-14,929
15626,2021-03-15,935
15626,2021-03-16,937
15626,2021-03-17,937
15626,2021-03-18,937
15626,2021-03-19,937
15626,2021-03-20,937
15626,2021-03-21,937
15626,2021-03-22,938
15626,2021-03-23,939
15626,2021-03-24,939
15626,2021-03-25,939
15626,2021-03-26,941
15626,2021-03-27,943
15626,2021-03-28,945
15626,2021-03-29,948
15626,2021-03-30,948
15626,2021-03-31,948
15626,2021-04-01,949
15626,2021-04-02,949
15626,2021-04-03,949
15626,2021-04-04,952
15626,2021-04-05,952
15626,2021-04-06,954
15626,2021-04-07,954
15626,2021-04-08,954
15626,2021-04-09,954
15626,2021-04-10,955
15626,2021-04-11,955
15626,2021-04-12,957
15626,2021-04-13,958
15626,2021-04-14,959
15627,2020-01-22,4
15627,2020-01-23,4
15627,2020-01-24,8
15627,2020-01-25,10
15627,2020-01-26,14
15627,2020-01-27,23
15627,2020-01-28,24
15627,2020-01-29,27
15627,2020-01-30,31
15627,2020-01-31,32
15627,2020-02-01,41
15627,2020-02-02,48
15627,2020-02-03,60
15627,2020-02-04,67
15627,2020-02-05,69
15627,2020-02-06,79
15627,2020-02-07,81
15627,2020-02-08,88
15627,2020-02-09,91
15627,2020-02-10,95
15627,2020-02-11,106
15627,2020-02-12,112
15627,2020-02-13,119
15627,2020-02-14,120
15627,2020-02-15,122
15627,2020-02-16,124
15627,2020-02-17,125
15627,2020-02-18,128
15627,2020-02-19,130
15627,2020-02-20,131
15627,2020-02-21,132
15627,2020-02-22,135
15627,2020-02-23,135
15627,2020-02-24,135
15627,2020-02-25,135
15627,2020-02-26,135
15627,2020-02-27,136
15627,2020-02-28,136
15627,2020-02-29,136
15627,2020-03-01,136
15627,2020-03-02,136
15627,2020-03-03,136
15627,2020-03-04,136
15627,2020-03-05,136
15627,2020-03-06,136
15627,2020-03-07,136
15627,2020-03-08,136
15627,2020-03-09,136
15627,2020-03-10,136
15627,2020-03-11,136
15627,2020-03-12,136
15627,2020-03-13,136
15627,2020-03-14,136
15627,2020-03-15,136
15627,2020-03-16,136
15627,2020-03-17,136
15627,2020-03-18,136
15627,2020-03-19,137
15627,2020-03-20,137
15627,2020-03-21,137
15627,2020-03-22,137
15627,2020-03-23,141
15627,2020-03-24,145
15627,2020-03-25,145
15627,2020-03-26,151
15627,2020-03-27,155
15627,2020-03-28,161
15627,2020-03-29,166
15627,2020-03-30,174
15627,2020-03-31,174
15627,2020-04-01,176
15627,2020-04-02,176
15627,2020-04-03,180
15627,2020-04-04,180
15627,2020-04-05,180
15627,2020-04-06,180
15627,2020-04-07,180
15627,2020-04-08,180
15627,2020-04-09,182
15627,2020-04-10,183
15627,2020-04-11,183
15627,2020-04-12,183
15627,2020-04-13,184
15627,2020-04-14,185
15627,2020-04-15,185
15627,2020-04-16,186
15627,2020-04-17,189
15627,2020-04-18,189
15627,2020-04-19,189
15627,2020-04-20,189
15627,2020-04-21,189
15627,2020-04-22,189
15627,2020-04-23,189
15627,2020-04-24,190
15627,2020-04-25,190
15627,2020-04-26,190
15627,2020-04-27,190
15627,2020-04-28,190
15627,2020-04-29,190
15627,2020-04-30,190
15627,2020-05-01,190
15627,2020-05-02,190
15627,2020-05-03,190
15627,2020-05-04,190
15627,2020-05-05,190
15627,2020-05-06,190
15627,2020-05-07,190
15627,2020-05-08,191
15627,2020-05-09,191
15627,2020-05-10,191
15627,2020-05-11,191
15627,2020-05-12,191
15627,2020-05-13,191
15627,2020-05-14,191
15627,2020-05-15,191
15627,2020-05-16,192
15627,2020-05-17,192
15627,2020-05-18,192
15627,2020-05-19,192
15627,2020-05-20,192
15627,2020-05-21,192
15627,2020-05-22,192
15627,2020-05-23,192
15627,2020-05-24,192
15627,2020-05-25,192
15627,2020-05-26,192
15627,2020-05-27,192
15627,2020-05-28,192
15627,2020-05-29,192
15627,2020-05-30,192
15627,2020-05-31,192
15627,2020-06-01,192
15627,2020-06-02,192
15627,2020-06-03,192
15627,2020-06-04,192
15627,2020-06-05,192
15627,2020-06-06,193
15627,2020-06-07,193
15627,2020-06-08,193
15627,2020-06-09,194
15627,2020-06-10,195
15627,2020-06-11,195
15627,2020-06-12,196
15627,2020-06-13,196
15627,2020-06-14,196
15627,2020-06-15,196
15627,2020-06-16,196
15627,2020-06-17,197
15627,2020-06-18,197
15627,2020-06-19,197
15627,2020-06-20,197
15627,2020-06-21,197
15627,2020-06-22,198
15627,2020-06-23,198
15627,2020-06-24,198
15627,2020-06-25,198
15627,2020-06-26,198
15627,2020-06-27,198
15627,2020-06-28,198
15627,2020-06-29,198
15627,2020-06-30,198
15627,2020-07-01,198
15627,2020-07-02,198
15627,2020-07-03,198
15627,2020-07-04,199
15627,2020-07-05,199
15627,2020-07-06,199
15627,2020-07-07,199
15627,2020-07-08,199
15627,2020-07-09,199
15627,2020-07-10,199
15627,2020-07-11,203
15627,2020-07-12,203
15627,2020-07-13,203
15627,2020-07-14,203
15627,2020-07-15,203
15627,2020-07-16,203
15627,2020-07-17,203
15627,2020-07-18,203
15627,2020-07-19,203
15627,2020-07-20,203
15627,2020-07-21,203
15627,2020-07-22,203
15627,2020-07-23,203
15627,2020-07-24,203
15627,2020-07-25,204
15627,2020-07-26,204
15627,2020-07-27,204
15627,2020-07-28,204
15627,2020-07-29,204
15627,2020-07-30,205
15627,2020-07-31,205
15627,2020-08-01,205
15627,2020-08-02,205
15627,2020-08-03,205
15627,2020-08-04,205
15627,2020-08-05,205
15627,2020-08-06,205
15627,2020-08-07,205
15627,2020-08-08,205
15627,2020-08-09,205
15627,2020-08-10,205
15627,2020-08-11,205
15627,2020-08-12,205
15627,2020-08-13,205
15627,2020-08-14,205
15627,2020-08-15,207
15627,2020-08-16,207
15627,2020-08-17,209
15627,2020-08-18,209
15627,2020-08-19,210
15627,2020-08-20,216
15627,2020-08-21,216
15627,2020-08-22,218
15627,2020-08-23,218
15627,2020-08-24,219
15627,2020-08-25,220
15627,2020-08-26,220
15627,2020-08-27,220
15627,2020-08-28,220
15627,2020-08-29,221
15627,2020-08-30,226
15627,2020-08-31,229
15627,2020-09-01,229
15627,2020-09-02,229
15627,2020-09-03,230
15627,2020-09-04,231
15627,2020-09-05,231
15627,2020-09-06,232
15627,2020-09-07,233
15627,2020-09-08,233
15627,2020-09-09,233
15627,2020-09-10,233
15627,2020-09-11,233
15627,2020-09-12,234
15627,2020-09-13,234
15627,2020-09-14,234
15627,2020-09-15,234
15627,2020-09-16,234
15627,2020-09-17,237
15627,2020-09-18,237
15627,2020-09-19,237
15627,2020-09-20,237
15627,2020-09-21,238
15627,2020-09-22,239
15627,2020-09-23,239
15627,2020-09-24,239
15627,2020-09-25,240
15627,2020-09-26,240
15627,2020-09-27,240
15627,2020-09-28,240
15627,2020-09-29,240
15627,2020-09-30,240
15627,2020-10-01,240
15627,2020-10-02,240
15627,2020-10-03,241
15627,2020-10-04,241
15627,2020-10-05,242
15627,2020-10-06,242
15627,2020-10-07,242
15627,2020-10-08,242
15627,2020-10-09,244
15627,2020-10-10,244
15627,2020-10-11,245
15627,2020-10-12,245
15627,2020-10-13,245
15627,2020-10-14,245
15627,2020-10-15,247
15627,2020-10-16,251
15627,2020-10-17,252
15627,2020-10-18,254
15627,2020-10-19,256
15627,2020-10-20,256
15627,2020-10-21,256
15627,2020-10-22,256
15627,2020-10-23,259
15627,2020-10-24,260
15627,2020-10-25,260
15627,2020-10-26,260
15627,2020-10-27,261
15627,2020-10-28,263
15627,2020-10-29,265
15627,2020-10-30,270
15627,2020-10-31,270
15627,2020-11-01,271
15627,2020-11-02,273
15627,2020-11-03,273
15627,2020-11-04,273
15627,2020-11-05,275
15627,2020-11-06,275
15627,2020-11-07,275
15627,2020-11-08,276
15627,2020-11-09,277
15627,2020-11-10,283
15627,2020-11-11,285
15627,2020-11-12,285
15627,2020-11-13,287
15627,2020-11-14,289
15627,2020-11-15,289
15627,2020-11-16,290
15627,2020-11-17,291
15627,2020-11-18,291
15627,2020-11-19,291
15627,2020-11-20,296
15627,2020-11-21,297
15627,2020-11-22,298
15627,2020-11-23,299
15627,2020-11-24,299
15627,2020-11-25,299
15627,2020-11-26,299
15627,2020-11-27,300
15627,2020-11-28,300
15627,2020-11-29,300
15627,2020-11-30,300
15627,2020-12-01,300
15627,2020-12-02,300
15627,2020-12-03,300
15627,2020-12-04,300
15627,2020-12-05,301
15627,2020-12-06,301
15627,2020-12-07,301
15627,2020-12-08,301
15627,2020-12-09,301
15627,2020-12-10,301
15627,2020-12-11,302
15627,2020-12-12,302
15627,2020-12-13,302
15627,2020-12-14,302
15627,2020-12-15,303
15627,2020-12-16,303
15627,2020-12-17,303
15627,2020-12-18,304
15627,2020-12-19,304
15627,2020-12-20,304
15627,2020-12-21,304
15627,2020-12-22,304
15627,2020-12-23,304
15627,2020-12-24,304
15627,2020-12-25,304
15627,2020-12-26,304
15627,2020-12-27,305
15627,2020-12-28,306
15627,2020-12-29,309
15627,2020-12-30,309
15627,2020-12-31,309
15627,2021-01-01,312
15627,2021-01-02,313
15627,2021-01-03,314
15627,2021-01-04,315
15627,2021-01-05,316
15627,2021-01-06,316
15627,2021-01-07,316
15627,2021-01-08,316
15627,2021-01-09,320
15627,2021-01-10,322
15627,2021-01-11,324
15627,2021-01-12,324
15627,2021-01-13,324
15627,2021-01-14,324
15627,2021-01-15,327
15627,2021-01-16,328
15627,2021-01-17,329
15627,2021-01-18,329
15627,2021-01-19,330
15627,2021-01-20,335
15627,2021-01-21,335
15627,2021-01-22,335
15627,2021-01-23,336
15627,2021-01-24,338
15627,2021-01-25,338
15627,2021-01-26,340
15627,2021-01-27,342
15627,2021-01-28,343
15627,2021-01-29,343
15627,2021-01-30,343
15627,2021-01-31,344
15627,2021-02-01,344
15627,2021-02-02,344
15627,2021-02-03,344
15627,2021-02-04,345
15627,2021-02-05,346
15627,2021-02-06,346
15627,2021-02-07,346
15627,2021-02-08,346
15627,2021-02-09,347
15627,2021-02-10,347
15627,2021-02-11,347
15627,2021-02-12,348
15627,2021-02-13,348
15627,2021-02-14,349
15627,2021-02-15,349
15627,2021-02-16,349
15627,2021-02-17,349
15627,2021-02-18,351
15627,2021-02-19,351
15627,2021-02-20,351
15627,2021-02-21,352
15627,2021-02-22,352
15627,2021-02-23,353
15627,2021-02-24,354
15627,2021-02-25,354
15627,2021-02-26,355
15627,2021-02-27,356
15627,2021-02-28,356
15627,2021-03-01,357
15627,2021-03-02,357
15627,2021-03-03,357
15627,2021-03-04,358
15627,2021-03-05,361
15627,2021-03-06,361
15627,2021-03-07,361
15627,2021-03-08,361
15627,2021-03-09,361
15627,2021-03-10,361
15627,2021-03-11,361
15627,2021-03-12,362
15627,2021-03-13,362
15627,2021-03-14,363
15627,2021-03-15,364
15627,2021-03-16,364
15627,2021-03-17,367
15627,2021-03-18,368
15627,2021-03-19,368
15627,2021-03-20,370
15627,2021-03-21,370
15627,2021-03-22,370
15627,2021-03-23,372
15627,2021-03-24,372
15627,2021-03-25,372
15627,2021-03-26,372
15627,2021-03-27,373
15627,2021-03-28,373
15627,2021-03-29,373
15627,2021-03-30,373
15627,2021-03-31,373
15627,2021-04-01,373
15627,2021-04-02,373
15627,2021-04-03,374
15627,2021-04-04,375
15627,2021-04-05,375
15627,2021-04-06,375
15627,2021-04-07,375
15627,2021-04-08,375
15627,2021-04-09,375
15627,2021-04-10,376
15627,2021-04-11,376
15627,2021-04-12,376
15627,2021-04-13,377
15627,2021-04-14,377
15628,2020-01-22,0
15628,2020-01-23,0
15628,2020-01-24,0
15628,2020-01-25,0
15628,2020-01-26,0
15628,2020-01-27,0
15628,2020-01-28,0
15628,2020-01-29,0
15628,2020-01-30,1
15628,2020-01-31,1
15628,2020-02-01,1
15628,2020-02-02,1
15628,2020-02-03,1
15628,2020-02-04,1
15628,2020-02-05,1
15628,2020-02-06,1
15628,2020-02-07,1
15628,2020-02-08,1
15628,2020-02-09,1
15628,2020-02-10,1
15628,2020-02-11,1
15628,2020-02-12,1
15628,2020-02-13,1
15628,2020-02-14,1
15628,2020-02-15,1
15628,2020-02-16,1
15628,2020-02-17,1
15628,2020-02-18,1
15628,2020-02-19,1
15628,2020-02-20,1
15628,2020-02-21,1
15628,2020-02-22,1
15628,2020-02-23,1
15628,2020-02-24,1
15628,2020-02-25,1
15628,2020-02-26,1
15628,2020-02-27,1
15628,2020-02-28,1
15628,2020-02-29,1
15628,2020-03-01,1
15628,2020-03-02,1
15628,2020-03-03,1
15628,2020-03-04,1
15628,2020-03-05,1
15628,2020-03-06,1
15628,2020-03-07,1
15628,2020-03-08,1
15628,2020-03-09,1
15628,2020-03-10,1
15628,2020-03-11,1
15628,2020-03-12,1
15628,2020-03-13,1
15628,2020-03-14,1
15628,2020-03-15,1
15628,2020-03-16,1
15628,2020-03-17,1
15628,2020-03-18,1
15628,2020-03-19,1
15628,2020-03-20,1
15628,2020-03-21,1
15628,2020-03-22,1
15628,2020-03-23,1
15628,2020-03-24,1
15628,2020-03-25,1
15628,2020-03-26,1
15628,2020-03-27,1
15628,2020-03-28,1
15628,2020-03-29,1
15628,2020-03-30,1
15628,2020-03-31,1
15628,2020-04-01,1
15628,2020-04-02,1
15628,2020-04-03,1
15628,2020-04-04,1
15628,2020-04-05,1
15628,2020-04-06,1
15628,2020-04-07,1
15628,2020-04-08,1
15628,2020-04-09,1
15628,2020-04-10,1
15628,2020-04-11,1
15628,2020-04-12,1
15628,2020-04-13,1
15628,2020-04-14,1
15628,2020-04-15,1
15628,2020-04-16,1
15628,2020-04-17,1
15628,2020-04-18,1
15628,2020-04-19,1
15628,2020-04-20,1
15628,2020-04-21,1
15628,2020-04-22,1
15628,2020-04-23,1
15628,2020-04-24,1
15628,2020-04-25,1
15628,2020-04-26,1
15628,2020-04-27,1
15628,2020-04-28,1
15628,2020-04-29,1
15628,2020-04-30,1
15628,2020-05-01,1
15628,2020-05-02,1
15628,2020-05-03,1
15628,2020-05-04,1
15628,2020-05-05,1
15628,2020-05-06,1
15628,2020-05-07,1
15628,2020-05-08,1
15628,2020-05-09,1
15628,2020-05-10,1
15628,2020-05-11,1
15628,2020-05-12,1
15628,2020-05-13,1
15628,2020-05-14,1
15628,2020-05-15,1
15628,2020-05-16,1
15628,2020-05-17,1
15628,2020-05-18,1
15628,2020-05-19,1
15628,2020-05-20,1
15628,2020-05-21,1
15628,2020-05-22,1
15628,2020-05-23,1
15628,2020-05-24,1
15628,2020-05-25,1
15628,2020-05-26,1
15628,2020-05-27,1
15628,2020-05-28,1
15628,2020-05-29,1
15628,2020-05-30,1
15628,2020-05-31,1
15628,2020-06-01,1
15628,2020-06-02,1
15628,2020-06-03,1
15628,2020-06-04,1
15628,2020-06-05,1
15628,2020-06-06,1
15628,2020-06-07,1
15628,2020-06-08,1
15628,2020-06-09,1
15628,2020-06-10,1
15628,2020-06-11,1
15628,2020-06-12,1
